,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Arrival_hours,Arrival_minutes,Dept_hour,Dept_min,Total_Duration_time_in_minutes,Departure_Time
310,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,19,50,20,0,1430,1200
311,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,19,0,16,0,1620,960
312,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9899,12,6,12,0,6,30,330,390
313,IndiGo,Delhi,Cochin,1,No info,14871,3,3,21,0,9,10,710,550
314,IndiGo,Chennai,Kolkata,0,No info,7295,6,3,15,35,13,20,135,800
315,Air India,Delhi,Cochin,2,No info,13465,6,6,19,15,18,45,1470,1125
316,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,20,5,17,45,140,1065
317,Multiple carriers,Delhi,Cochin,1,No info,7198,27,6,1,30,19,0,390,1140
318,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,4,25,8,0,1225,480
319,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,17,55,15,20,155,920
320,Jet Airways,Banglore,Delhi,0,No info,8016,27,6,18,10,15,15,175,915
321,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,4,25,22,50,335,1370
322,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,15,6,17,25,14,55,150,895
323,Jet Airways,Banglore,New Delhi,1,No info,11507,12,3,0,30,9,45,885,585
324,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,20,45,8,25,740,505
325,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,19,0,17,30,1530,1050
326,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,4,25,22,50,335,1370
327,Multiple carriers,Delhi,Cochin,1,No info,15353,6,3,19,15,7,30,705,450
328,IndiGo,Banglore,New Delhi,0,No info,7303,24,3,21,20,18,25,175,1105
329,SpiceJet,Kolkata,Banglore,1,No info,6197,24,3,20,45,15,5,340,905
330,Air India,Kolkata,Banglore,1,No info,8996,9,6,13,15,9,10,245,550
331,IndiGo,Delhi,Cochin,1,No info,6528,21,3,22,20,14,20,480,860
332,GoAir,Banglore,Delhi,0,No info,4239,9,4,23,40,20,55,165,1255
333,IndiGo,Kolkata,Banglore,0,No info,4148,12,3,23,5,20,25,160,1225
334,SpiceJet,Banglore,Delhi,0,No info,3971,24,5,0,5,21,10,175,1270
335,Air Asia,Kolkata,Banglore,1,No info,5192,6,5,23,30,7,35,955,455
336,Jet Airways,Delhi,Cochin,2,No info,9483,9,4,12,35,13,25,1390,805
337,Jet Airways,Delhi,Cochin,2,No info,18804,3,6,19,0,11,40,440,700
338,Air India,Delhi,Cochin,0,No info,5201,18,6,8,0,5,10,170,310
339,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,19,0,11,30,450,690
340,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,15,6,22,50,19,50,180,1190
341,Multiple carriers,Delhi,Cochin,1,No info,6795,27,5,1,30,17,45,465,1065
342,Jet Airways,Kolkata,Banglore,1,No info,10953,9,5,10,55,9,35,1520,575
343,Multiple carriers,Delhi,Cochin,2,No info,15965,24,6,1,30,15,5,625,905
344,Air India,Delhi,Cochin,2,No info,9968,9,4,19,15,12,55,1820,775
345,IndiGo,Kolkata,Banglore,0,No info,4804,6,6,0,50,22,15,155,1335
346,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,19,0,10,0,540,600
347,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,12,6,12,35,21,25,910,1285
348,Air India,Kolkata,Banglore,2,No info,11542,9,6,13,45,9,25,1700,565
349,Jet Airways,Banglore,Delhi,0,No info,7229,24,4,20,45,17,45,180,1065
350,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,8,45,6,0,165,360
351,IndiGo,Delhi,Cochin,1,No info,6496,15,5,10,5,5,10,295,310
352,IndiGo,Kolkata,Banglore,0,No info,4804,15,6,0,5,21,25,160,1285
353,Air India,Banglore,New Delhi,1,No info,13439,1,3,9,15,11,5,1330,665
354,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,27,3,4,25,18,15,610,1095
355,IndiGo,Banglore,Delhi,0,No info,4591,1,6,2,20,23,30,170,1410
356,IndiGo,Banglore,New Delhi,1,No info,4437,18,3,20,35,16,15,260,975
357,Air Asia,Delhi,Cochin,1,No info,6151,21,3,7,10,20,10,660,1210
358,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7754,21,6,20,45,17,45,180,1065
359,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,12,35,14,0,1355,840
360,Jet Airways,Banglore,Delhi,0,No info,8016,9,6,22,0,18,55,185,1135
361,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4781,24,3,9,35,6,55,160,415
362,Vistara,Banglore,Delhi,0,No info,4668,27,6,14,20,11,30,170,690
363,Air India,Banglore,New Delhi,1,No info,14594,6,3,8,55,11,50,1265,710
364,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,4,45,16,55,710,1015
365,Air India,Delhi,Cochin,1,No info,8425,15,5,6,50,5,15,1535,315
366,Multiple carriers,Delhi,Cochin,1,No info,9646,12,6,22,30,7,5,925,425
367,IndiGo,Chennai,Kolkata,0,No info,7295,3,3,17,5,14,40,145,880
368,Air Asia,Kolkata,Banglore,1,No info,5162,9,4,10,30,6,50,220,410
369,IndiGo,Banglore,New Delhi,0,No info,6860,9,3,21,20,18,25,175,1105
370,Vistara,Delhi,Cochin,0,No info,6216,15,4,9,10,6,0,190,360
371,Air Asia,Kolkata,Banglore,1,No info,5192,24,5,19,25,7,35,710,455
372,IndiGo,Banglore,Delhi,0,No info,4823,9,4,22,50,20,0,170,1200
373,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,3,4,12,20,9,30,170,570
374,IndiGo,Mumbai,Hyderabad,0,No info,2754,3,6,20,35,19,5,90,1145
375,Multiple carriers,Delhi,Cochin,1,No info,9315,9,5,19,0,7,30,690,450
376,Multiple carriers,Delhi,Cochin,1,No info,11667,27,3,18,50,10,0,530,600
377,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6224,12,6,4,40,8,25,1215,505
378,Air India,Kolkata,Banglore,2,No info,13349,24,3,5,35,9,25,1210,565
379,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,18,3,9,0,16,55,965,1015
380,Multiple carriers,Delhi,Cochin,1,No info,15603,6,3,1,35,13,0,755,780
381,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,12,35,19,30,1025,1170
382,IndiGo,Banglore,Delhi,0,No info,4823,9,4,19,55,16,55,180,1015
383,Vistara,Kolkata,Banglore,1,No info,8452,1,5,22,40,7,10,930,430
384,Multiple carriers,Delhi,Cochin,1,No info,12524,6,6,19,0,7,30,690,450
385,SpiceJet,Chennai,Kolkata,0,No info,3384,27,3,20,5,17,45,140,1065
386,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,19,0,19,15,1425,1155
387,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,18,6,14,45,13,15,90,795
388,IndiGo,Kolkata,Banglore,0,No info,4804,18,5,0,50,22,15,155,1335
389,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,19,0,18,15,1485,1095
390,Jet Airways,Delhi,Cochin,2,No info,13292,1,6,19,0,21,25,1295,1285
391,Air Asia,Delhi,Cochin,1,No info,6751,9,5,13,25,7,55,330,475
392,Air India,Delhi,Cochin,1,No info,8669,15,5,19,15,7,0,735,420
393,IndiGo,Delhi,Cochin,1,No info,14871,3,3,1,35,17,30,485,1050
394,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,19,0,14,0,300,840
395,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,6,6,12,20,9,30,170,570
396,Multiple carriers,Delhi,Cochin,1,No info,36983,1,3,19,15,12,50,385,770
397,IndiGo,Chennai,Kolkata,0,No info,3597,3,6,21,55,19,35,140,1175
398,Air India,Banglore,New Delhi,0,No info,10741,9,3,19,45,17,0,165,1020
399,Air India,Kolkata,Banglore,2,No info,11432,6,6,5,35,16,50,765,1010
400,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,10,45,18,55,950,1135
401,Jet Airways,Delhi,Cochin,2,No info,13292,3,6,12,35,9,35,1620,575
402,Air India,Delhi,Cochin,3,No info,10493,15,6,7,40,5,15,1585,315
403,GoAir,Banglore,New Delhi,0,No info,7631,9,3,10,40,7,45,175,465
404,Air India,Delhi,Cochin,2,No info,13381,6,6,7,40,6,50,1490,410
405,Jet Airways,Kolkata,Banglore,1,No info,13731,6,6,4,40,20,0,520,1200
406,Air India,Delhi,Cochin,2,No info,11911,21,5,7,40,5,55,1545,355
407,IndiGo,Banglore,Delhi,0,No info,4591,18,4,2,20,23,30,170,1410
408,Multiple carriers,Delhi,Cochin,1,No info,14848,3,6,19,15,13,0,375,780
409,Multiple carriers,Delhi,Cochin,1,No info,8266,12,6,19,15,8,45,630,525
410,Air India,Delhi,Cochin,2,No info,12392,18,5,19,15,17,15,1560,1035
411,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,12,0,18,55,1025,1135
412,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,4,25,7,5,1280,425
413,Jet Airways,Delhi,Cochin,1,No info,12242,21,3,4,25,22,50,335,1370
414,IndiGo,Banglore,Delhi,0,No info,3943,18,5,13,0,10,10,170,610
415,Vistara,Kolkata,Banglore,1,No info,11105,24,3,22,10,20,20,1550,1220
416,Jet Airways,Kolkata,Banglore,1,No info,14388,12,5,9,20,21,10,730,1270
417,Jet Airways,Delhi,Cochin,2,No info,13014,18,5,12,35,19,30,1025,1170
418,Multiple carriers,Delhi,Cochin,1,No info,15411,6,3,18,50,10,20,510,620
419,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,18,50,19,45,1385,1185
420,IndiGo,Delhi,Cochin,1,No info,6442,15,5,16,10,6,50,560,410
421,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,16,20,8,25,475,505
422,Jet Airways,Mumbai,Hyderabad,0,No info,5678,18,5,11,50,10,20,90,620
423,IndiGo,Banglore,Delhi,0,No info,6906,12,4,2,20,23,30,170,1410
424,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,12,0,9,45,135,585
425,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,19,0,9,0,600,540
426,Vistara Premium economy,Banglore,New Delhi,0,No info,11793,3,3,18,35,16,0,155,960
427,Multiple carriers,Delhi,Cochin,1,No info,14323,15,5,19,15,11,30,465,690
428,SpiceJet,Banglore,Delhi,0,No info,3971,9,4,0,5,21,10,175,1270
429,Vistara,Kolkata,Banglore,1,No info,8452,6,5,22,40,20,20,1580,1220
430,Vistara,Banglore,Delhi,0,No info,5403,12,4,9,40,7,0,160,420
431,Multiple carriers,Delhi,Cochin,1,No info,13727,9,5,21,0,10,0,660,600
432,Air India,Kolkata,Banglore,2,No info,12639,1,4,5,25,10,0,1165,600
433,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,18,4,18,10,15,15,175,915
434,Vistara,Banglore,Delhi,0,No info,4878,1,6,22,15,19,30,165,1170
435,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,19,0,19,45,1395,1185
436,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8552,3,3,16,10,7,10,540,430
437,Vistara,Delhi,Cochin,0,No info,6741,21,4,17,50,14,40,190,880
438,Multiple carriers,Delhi,Cochin,1,No info,6481,9,4,19,15,12,50,385,770
439,Multiple carriers,Delhi,Cochin,1,No info,7354,6,6,19,15,10,35,520,635
440,Air India,Banglore,Delhi,0,No info,5228,21,4,23,55,21,5,170,1265
441,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,12,5,20,45,8,25,740,505
442,IndiGo,Delhi,Cochin,1,No info,6347,18,5,12,10,6,50,320,410
443,Air India,Banglore,New Delhi,1,No info,5013,15,3,12,15,8,15,240,495
444,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,6,4,40,18,55,585,1135
445,IndiGo,Banglore,Delhi,0,No info,4823,6,4,21,20,18,25,175,1105
446,Air India,Delhi,Cochin,2,No info,13381,24,6,19,15,16,55,1580,1015
447,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,1,6,12,0,9,45,135,585
448,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,15,5,4,40,18,55,585,1135
449,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,19,50,18,55,1495,1135
450,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,19,0,7,5,715,425
451,Air India,Delhi,Cochin,2,No info,13013,1,6,19,15,10,55,500,655
452,Jet Airways,Delhi,Cochin,2,No info,15339,27,6,12,35,19,10,1045,1150
453,GoAir,Banglore,Delhi,0,No info,4937,18,4,14,30,11,40,170,700
454,IndiGo,Delhi,Cochin,1,No info,6818,6,6,12,10,5,5,425,305
455,Air India,Delhi,Cochin,2,No info,10441,18,5,19,15,22,0,1275,1320
456,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,3,4,19,0,14,0,300,840
457,IndiGo,Chennai,Kolkata,0,No info,3858,27,6,14,0,11,35,145,695
458,IndiGo,Kolkata,Banglore,1,No info,6534,18,5,2,15,21,0,315,1260
459,Multiple carriers,Delhi,Cochin,1,No info,6795,15,6,1,30,10,20,910,620
460,Multiple carriers,Delhi,Cochin,1,No info,9736,3,6,19,15,7,30,705,450
461,Jet Airways,Banglore,Delhi,0,No info,7229,1,5,22,50,19,50,180,1190
462,SpiceJet,Delhi,Cochin,1,No info,4957,24,4,22,50,17,55,295,1075
463,IndiGo,Banglore,New Delhi,0,No info,7648,9,3,8,45,6,0,165,360
464,SpiceJet,Kolkata,Banglore,0,No info,3873,15,6,17,25,14,55,150,895
465,Jet Airways,Kolkata,Banglore,1,No info,14388,12,5,4,40,18,55,585,1135
466,IndiGo,Kolkata,Banglore,0,No info,5618,6,3,19,55,17,15,160,1035
467,Multiple carriers,Delhi,Cochin,1,No info,7408,9,6,1,30,19,0,390,1140
468,Air Asia,Delhi,Cochin,1,No info,13774,3,3,22,15,16,45,330,1005
469,Vistara,Banglore,Delhi,0,No info,4668,3,5,9,40,7,0,160,420
470,Jet Airways,Delhi,Cochin,2,No info,13082,21,3,4,25,18,20,2045,1100
471,Air India,Delhi,Cochin,1,No info,8669,3,6,19,15,3,50,925,230
472,IndiGo,Delhi,Cochin,1,No info,6316,24,6,1,30,16,0,570,960
473,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12583,6,3,4,25,22,20,365,1340
474,Vistara,Banglore,New Delhi,0,No info,7923,9,3,18,50,16,10,160,970
475,GoAir,Delhi,Cochin,1,No info,7378,3,3,12,50,7,0,350,420
476,Vistara,Banglore,Delhi,0,No info,4878,3,6,22,15,19,30,165,1170
477,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,19,50,16,30,1640,990
478,Jet Airways,Banglore,Delhi,0,No info,7229,3,4,11,20,8,20,180,500
479,SpiceJet,Delhi,Cochin,1,No info,6297,21,5,11,20,6,5,315,365
480,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,12,0,20,0,960,1200
481,Multiple carriers,Delhi,Cochin,1,No info,13727,18,5,21,0,14,0,420,840
482,SpiceJet,Kolkata,Banglore,1,No info,6643,24,5,17,15,8,35,520,515
483,Multiple carriers,Delhi,Cochin,1,No info,10197,9,5,19,0,10,0,540,600
484,SpiceJet,Kolkata,Banglore,0,No info,4911,21,4,0,40,22,20,140,1340
485,IndiGo,Chennai,Kolkata,0,No info,6482,6,3,7,35,5,15,140,315
486,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,15,15,8,55,380,535
487,IndiGo,Kolkata,Banglore,1,No info,3717,18,5,23,45,19,20,265,1160
488,IndiGo,Chennai,Kolkata,0,No info,3597,1,6,15,35,13,15,140,795
489,Air India,Banglore,New Delhi,2,No info,10846,18,3,22,10,11,5,665,665
490,Air India,Banglore,New Delhi,1,No info,14069,1,3,22,45,5,50,1015,350
491,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,1,4,12,35,22,50,825,1370
492,Air India,Delhi,Cochin,2,No info,14641,6,3,7,40,5,55,1545,355
493,IndiGo,Delhi,Cochin,1,No info,6442,6,6,22,30,8,35,835,515
494,Air India,Delhi,Cochin,1,No info,5704,21,3,23,0,17,45,315,1065
495,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,6,5,9,20,14,5,1155,845
496,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,4,25,20,55,450,1255
497,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,1,4,19,0,10,0,540,600
498,Vistara,Kolkata,Banglore,1,No info,8610,15,5,20,20,20,20,1440,1220
499,Jet Airways,Delhi,Cochin,2,No info,14237,12,6,12,35,18,25,1090,1105
500,IndiGo,Banglore,Delhi,0,No info,4823,9,6,10,5,7,10,175,430
501,IndiGo,Mumbai,Hyderabad,0,No info,2227,27,3,21,35,20,5,90,1205
502,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,4,25,7,5,1280,425
503,Air India,Delhi,Cochin,1,No info,8372,6,6,19,15,13,0,375,780
504,Jet Airways,Delhi,Cochin,1,No info,17024,3,3,4,25,13,55,870,835
505,Air India,Mumbai,Hyderabad,0,No info,3100,27,5,22,25,21,5,80,1265
506,Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,9,3,19,45,6,50,775,410
507,IndiGo,Chennai,Kolkata,0,No info,3540,9,5,7,40,5,15,145,315
508,Vistara,Kolkata,Banglore,1,No info,9345,21,5,18,50,20,20,1350,1220
509,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1,6,4,25,5,30,1375,330
510,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,12,25,7,0,325,420
511,SpiceJet,Mumbai,Hyderabad,0,No info,5755,9,3,10,15,8,50,85,530
512,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,16,10,8,55,435,535
513,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,20,45,8,25,740,505
514,Air India,Delhi,Cochin,2,No info,8839,27,6,9,25,13,15,1210,795
515,Air India,Delhi,Cochin,2,No info,22096,3,3,19,15,22,0,1275,1320
516,Vistara,Chennai,Kolkata,0,No info,3687,27,5,9,20,7,5,135,425
517,Multiple carriers,Delhi,Cochin,1,No info,9627,15,5,19,0,8,30,630,510
518,Multiple carriers,Delhi,Cochin,1,No info,13542,21,3,1,35,11,30,845,690
519,IndiGo,Banglore,Delhi,0,No info,4423,27,4,6,50,4,0,170,240
520,IndiGo,Delhi,Cochin,2,No info,8899,3,3,21,20,4,55,985,295
521,SpiceJet,Delhi,Cochin,1,No info,5583,21,4,11,20,6,5,315,365
522,Air Asia,Delhi,Cochin,1,No info,6752,27,5,6,35,16,45,830,1005
523,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,10,35,8,20,135,500
524,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,15,15,8,0,435,480
525,Air India,Kolkata,Banglore,2,No info,10991,1,5,8,55,5,50,1625,350
526,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,12,35,9,0,1655,540
527,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,19,0,14,0,300,840
528,GoAir,Banglore,Delhi,0,No info,3398,24,5,14,30,11,40,170,700
529,Air India,Delhi,Cochin,0,No info,5201,24,4,8,0,5,10,170,310
530,Air India,Kolkata,Banglore,2,No info,13873,6,5,1,20,10,0,920,600
531,Air India,Delhi,Cochin,1,No info,7384,15,6,23,0,17,40,320,1060
532,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,4,25,18,15,610,1095
533,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,24,3,12,0,8,25,1655,505
534,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,6,5,19,10,9,35,575,575
535,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,9,5,18,15,14,5,1690,845
536,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,11,25,21,25,840,1285
537,SpiceJet,Chennai,Kolkata,0,No info,7298,1,3,12,5,9,30,155,570
538,Jet Airways,Banglore,Delhi,0,No info,7229,6,4,18,10,15,15,175,915
539,IndiGo,Kolkata,Banglore,0,No info,4174,1,4,7,15,4,40,155,280
540,IndiGo,Kolkata,Banglore,1,No info,5699,18,5,22,15,17,35,280,1055
541,Air India,Kolkata,Banglore,0,No info,4880,24,4,16,45,14,15,150,855
542,Air India,Delhi,Cochin,1,No info,15284,6,3,19,15,8,0,675,480
543,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,16,20,8,25,475,505
544,Vistara,Kolkata,Banglore,1,No info,16092,24,3,18,45,9,55,530,595
545,IndiGo,Mumbai,Hyderabad,0,No info,4392,9,3,7,45,6,20,85,380
546,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,12,35,20,55,940,1255
547,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,12,6,9,30,6,55,155,415
548,GoAir,Banglore,Delhi,0,No info,5048,1,6,10,40,7,45,175,465
549,Air India,Kolkata,Banglore,1,No info,11096,21,5,20,25,7,0,805,420
550,IndiGo,Delhi,Cochin,1,No info,5073,24,4,12,10,7,35,275,455
551,Jet Airways,Delhi,Cochin,1,No info,19828,3,3,4,25,9,55,1110,595
552,Vistara,Chennai,Kolkata,0,No info,3739,21,3,9,20,7,5,135,425
553,Air India,Delhi,Cochin,2,No info,10598,9,3,19,15,5,0,2295,300
554,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,15,6,22,0,18,55,185,1135
555,Vistara,Kolkata,Banglore,1,No info,8610,1,4,18,50,17,0,1550,1020
556,Vistara,Delhi,Cochin,0,No info,6216,9,5,17,50,14,40,190,880
557,Air India,Banglore,Delhi,0,No info,6961,9,6,16,10,13,20,170,800
558,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,6,5,21,5,9,35,690,575
559,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,23,35,17,0,395,1020
560,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,9,5,10,5,6,30,1655,390
561,IndiGo,Kolkata,Banglore,0,No info,4488,12,4,22,55,20,20,155,1220
562,Multiple carriers,Delhi,Cochin,1,No info,7408,15,6,1,30,18,0,450,1080
563,Jet Airways,Delhi,Cochin,0,In-flight meal not included,5443,18,4,14,15,11,0,195,660
564,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,12,6,19,10,9,35,575,575
565,Multiple carriers,Delhi,Cochin,1,No info,7723,1,6,1,30,13,0,750,780
566,Multiple carriers,Delhi,Cochin,1,No info,15411,6,3,18,50,7,30,680,450
567,Jet Airways,Banglore,Delhi,0,No info,7229,21,5,10,10,7,10,180,430
568,IndiGo,Kolkata,Banglore,0,No info,4804,21,6,22,55,20,20,155,1220
569,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,3,3,4,25,2,55,90,175
570,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,19,10,17,0,1570,1020
571,SpiceJet,Delhi,Cochin,1,No info,4957,6,4,22,50,17,55,295,1075
572,Air India,Banglore,New Delhi,0,No info,7591,3,3,23,55,21,10,165,1270
573,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,22,35,13,55,520,835
574,IndiGo,Delhi,Cochin,1,No info,6600,27,5,12,10,5,5,425,305
575,Air India,Banglore,New Delhi,0,No info,4966,9,3,23,55,21,10,165,1270
576,Air India,Delhi,Cochin,2,No info,15481,1,6,7,40,6,50,1490,410
577,SpiceJet,Kolkata,Banglore,0,No info,5515,1,3,0,40,22,20,140,1340
578,Jet Airways,Delhi,Cochin,1,No info,14714,15,6,19,0,8,0,660,480
579,GoAir,Delhi,Cochin,1,No info,4959,15,6,19,35,10,35,540,635
580,Jet Airways,Banglore,Delhi,0,No info,7229,21,4,14,5,11,10,175,670
581,Air India,Delhi,Cochin,0,No info,6094,15,5,21,10,18,5,185,1085
582,Air Asia,Kolkata,Banglore,0,No info,4409,24,4,12,55,10,20,155,620
583,Multiple carriers,Delhi,Cochin,1,No info,9794,18,5,19,0,6,0,780,360
584,Jet Airways,Mumbai,Hyderabad,0,No info,5678,3,4,4,20,2,55,85,175
585,IndiGo,Delhi,Cochin,1,No info,6442,15,6,16,10,8,35,455,515
586,Vistara,Banglore,Delhi,0,No info,4878,18,5,9,40,7,0,160,420
587,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12446,24,3,10,5,21,10,775,1270
588,Jet Airways,Delhi,Cochin,2,No info,16704,9,5,4,25,23,5,1760,1385
589,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,10,45,5,45,300,345
590,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,15,5,4,40,20,0,520,1200
591,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,1,6,10,10,7,10,180,430
592,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,21,4,10,10,7,10,180,430
593,Air India,Banglore,Delhi,0,No info,6961,18,5,12,45,10,0,165,600
594,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,5,4,40,16,30,730,990
595,IndiGo,Chennai,Kolkata,0,No info,3597,21,5,21,55,19,35,140,1175
596,SpiceJet,Banglore,New Delhi,1,No info,7139,21,3,18,15,10,20,475,620
597,Air India,Mumbai,Hyderabad,2,No info,25139,6,3,15,15,9,40,1775,580
598,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1,6,12,35,9,40,1615,580
599,Air India,Delhi,Cochin,1,No info,5117,6,4,9,25,20,40,765,1240
600,Multiple carriers,Delhi,Cochin,1,No info,9211,18,5,19,15,11,40,455,700
601,SpiceJet,Kolkata,Banglore,0,No info,4174,15,4,19,40,17,10,150,1030
602,Multiple carriers,Delhi,Cochin,1,No info,10786,27,5,19,15,7,30,705,450
